,事業所名,郵便番号,住所,代表者,従業員数,ツクリンクURL,Webサイト
2102,（有）サンサン商事,121-0832,東京都足立区古千谷本町１−１４−２２,鈴木 毅,40,https://tsukulink.net/tokyo/city_131211/400425,
2103,清水電設（株）,123-0864,東京都足立区鹿浜１−１１−２１,清水 憲治,40,https://tsukulink.net/tokyo/city_131211/400423,
2104,（有）ハンガイ電機,121-0055,東京都足立区加平１−２１−１８−９０２,半谷 定夫,40,https://tsukulink.net/tokyo/city_131211/400361,
2105,（株）大勝テック,123-0841,東京都足立区西新井２−１−１８,大谷 達裕,40,https://tsukulink.net/tokyo/city_131211/400323,
2106,（有）エアープラン,123-0865,東京都足立区新田３−２６−６,石橋 薫,40,https://tsukulink.net/tokyo/city_131211/400321,
2107,（有）木村総合建装,121-0062,東京都足立区南花畑４−２３−７,木村 秀幸,40,https://tsukulink.net/tokyo/city_131211/400291,
2108,（有）アクティブ穴沢塗装,123-0862,東京都足立区皿沼１−３−１２,穴沢 芳一,40,https://tsukulink.net/tokyo/city_131211/400268,
2109,（有）荒川電気工事,120-0034,東京都足立区千住３−３１−４,荒川 靖和,40,https://tsukulink.net/tokyo/city_131211/400222,
2110,（有）臼倉畳店,120-0044,東京都足立区千住緑町２−１０−１５,臼倉 秀和,40,https://tsukulink.net/tokyo/city_131211/400216,
2111,（株）福原工務店,120-0025,東京都足立区千住東２−２−５,福原 晃,40,https://tsukulink.net/tokyo/city_131211/400199,
2112,昭栄電設工業（株）,121-0836,東京都足立区入谷４−１８−５,高橋 栄子,40,https://tsukulink.net/tokyo/city_131211/400169,
2113,（有）友利ライニング,121-0062,東京都足立区南花畑３−３１−１０,友利 徳吉,40,https://tsukulink.net/tokyo/city_131211/400156,
2114,（有）大翔エンジニア,123-0872,東京都足立区江北４−２６−２０,猿田 喜一,40,https://tsukulink.net/tokyo/city_131211/400122,
2115,アイロードテック（株）,121-0062,東京都足立区南花畑２−２３−２１,辻家 治彦,40,https://tsukulink.net/tokyo/city_131211/400056,
2116,（株）稜音,121-0831,東京都足立区舎人５−２０−９−１０１,俵谷 幸喜,40,https://tsukulink.net/tokyo/city_131211/400039,
2117,（株）プランナー,123-0873,東京都足立区扇３−１１−８,三浦 由紀子,40,https://tsukulink.net/tokyo/city_131211/400022,
2118,（株）レオハウス 東京支店,121-0813,東京都足立区竹の塚３−１０−１,吉村 寛,40,https://tsukulink.net/tokyo/city_131211/397426,
2119,（株）ｓｈｕｔｅｃ,123-0852,東京都足立区関原２−１−７,古屋 秀史,40,https://tsukulink.net/tokyo/city_131211/396980,
2120,（株）ＭＫ工業,121-0831,東京都足立区舎人１−１０−１２,瀧本 哲基,40,https://tsukulink.net/tokyo/city_131211/396977,
2121,（有）岩本工務店,120-0003,東京都足立区東和１−１９−１７,岩本 政人,40,https://tsukulink.net/tokyo/city_131211/396973,
2122,（株）雑用社,120-0025,東京都足立区千住東１−２−５,大国谷 一史,40,https://tsukulink.net/tokyo/city_131211/396954,
2123,（有）新翔塗装,123-0845,東京都足立区西新井本町１−１−１５,新井 博,40,https://tsukulink.net/tokyo/city_131211/396947,
2124,（有）ハルカ電設,120-0006,東京都足立区谷中１−３３−２２,山田 雪春,40,https://tsukulink.net/tokyo/city_131211/396894,
2125,（株）晃建,121-0823,東京都足立区伊興３−２２−３,佐藤 清,40,https://tsukulink.net/tokyo/city_131211/396843,
2126,（株）石渡機設,123-0841,東京都足立区西新井７−１９−２−１０１,石渡 孝生,40,https://tsukulink.net/tokyo/city_131211/396834,
2127,（有）アド・クリエイト,123-0872,東京都足立区江北４−１２−１１,藤縄 陽司,40,https://tsukulink.net/tokyo/city_131211/396823,
2128,（株）ＫＯＭＡＫＩ,121-0812,東京都足立区西保木間３−２３−１４,小巻 祐二,40,https://tsukulink.net/tokyo/city_131211/396811,
2129,（株）新光ユニット,121-0814,東京都足立区六月３−１−５−２１２,出口 聖二,40,https://tsukulink.net/tokyo/city_131211/396766,
2130,（株）パワーキャスト,120-0046,東京都足立区小台１−１２−１４,岡田 恵美,40,https://tsukulink.net/tokyo/city_131211/396752,
2131,（有）高木設備,123-0864,東京都足立区鹿浜２−１５−１,高木 博正,40,https://tsukulink.net/tokyo/city_131211/396729,
2132,（有）山工務店,121-0063,東京都足立区東保木間１−１８−２１,山 里弘,40,https://tsukulink.net/tokyo/city_131211/396684,
2133,（株）モリデン,121-0814,東京都足立区六月１−２０−４,守屋 隆,40,https://tsukulink.net/tokyo/city_131211/396683,
2134,イズミ（株）,121-0073,東京都足立区六町３−１２−２０,岡田 泉,40,https://tsukulink.net/tokyo/city_131211/396678,
2135,（株）マイクロエレベーター,120-0005,東京都足立区綾瀬３−２５−１９,保田 昌徳,40,https://tsukulink.net/tokyo/city_131211/396673,
2136,（有）神明興業,121-0051,東京都足立区神明３−３０−６,金杉 光雄,40,https://tsukulink.net/tokyo/city_131211/396662,
2137,（株）アール工芸,123-0872,東京都足立区江北７−２７−１２−１００１,土屋 良一,40,https://tsukulink.net/tokyo/city_131211/396651,
2138,（株）エフ・スリー,120-0003,東京都足立区東和１−１３−９,新宮 清美,40,https://tsukulink.net/tokyo/city_131211/396631,
2139,（有）西川エーエルシー,121-0815,東京都足立区島根２−２２−１,西川 美智雄,40,https://tsukulink.net/tokyo/city_131211/396588,
2140,（株）サクセス,121-0064,東京都足立区保木間２−５−１２,栗原 利哉,40,https://tsukulink.net/tokyo/city_131211/396567,
2141,イズル工業（株）,121-0064,東京都足立区保木間５−３９−１２,落合 春江,40,https://tsukulink.net/tokyo/city_131211/396560,
2142,東和興業（有）,120-0003,東京都足立区東和４−１１−１７−２０３,倉持 伊佐夫,40,https://tsukulink.net/tokyo/city_131211/396558,
2143,（有）湘工,120-0038,東京都足立区千住橋戸町１−４,相馬 弘行,40,https://tsukulink.net/tokyo/city_131211/396553,
2144,（株）スターチス,121-0815,東京都足立区島根２−１３−２０,星野 明宏,40,https://tsukulink.net/tokyo/city_131211/396535,
2145,（有）ハマダインダストリー,121-0836,東京都足立区入谷２−１７−１３,浜田 肇,40,https://tsukulink.net/tokyo/city_131211/396520,
2146,東京ガスオールワンエナジー（株）,121-0813,東京都足立区竹の塚５−２−６,宮田 秀幸,40,https://tsukulink.net/tokyo/city_131211/396504,
2147,マドカホーム（株）,121-0073,東京都足立区六町４−４−３,山本 浩,40,https://tsukulink.net/tokyo/city_131211/396494,
2148,（株）アルファリフォーム,121-0816,東京都足立区梅島３−１２−１９,南路 昌宏,40,https://tsukulink.net/tokyo/city_131211/396481,
2149,大光（株）,120-0036,東京都足立区千住仲町１８−１０,須山 潔,40,https://tsukulink.net/tokyo/city_131211/396476,
2150,（有）不動ガラス,123-0851,東京都足立区梅田８−７−９,不動 辰夫,40,https://tsukulink.net/tokyo/city_131211/396462,
2151,（有）秀成,121-0062,東京都足立区南花畑２−７−１２,山田 秀夫,40,https://tsukulink.net/tokyo/city_131211/396436,
2152,森田工業（株）,123-0842,東京都足立区栗原４−３−７,森田 正明,40,https://tsukulink.net/tokyo/city_131211/396432,
2153,（有）はいむ日比谷建築,121-0815,東京都足立区島根２−１８−１０,日比谷 吉廣,40,https://tsukulink.net/tokyo/city_131211/396421,
2154,新晃舗装（株）,121-0062,東京都足立区南花畑４−１−７−２０１,井上 毅,40,https://tsukulink.net/tokyo/city_131211/396419,
2155,（有）コスモリース,120-0001,東京都足立区大谷田５−１５−６,佐藤 英敏,40,https://tsukulink.net/tokyo/city_131211/396414,
2156,（有）板倉興業,120-0003,東京都足立区東和５−５−２６,板倉 隆之,40,https://tsukulink.net/tokyo/city_131211/396412,
2157,（株）信佑,121-0824,東京都足立区西伊興１−１−２４,横田 祐一,40,https://tsukulink.net/tokyo/city_131211/396407,
2158,（有）梅木興業,120-0001,東京都足立区大谷田５−２９−６−５０１,梅木 力,40,https://tsukulink.net/tokyo/city_131211/396403,
2159,（株）ウチダ,123-0844,東京都足立区興野２−２０−２９,内田 喜代美,40,https://tsukulink.net/tokyo/city_131211/396400,
2160,（有）武田木工,123-0845,東京都足立区西新井本町４−２１−１５,武田 照義,40,https://tsukulink.net/tokyo/city_131211/396394,
2161,（有）加藤建鉄工業,121-0064,東京都足立区保木間１−３３−１５−３０４,加藤 法夫,40,https://tsukulink.net/tokyo/city_131211/396389,
2162,（株）コスモグループ,123-0874,東京都足立区堀之内２−１２−７,栗田 利満,40,https://tsukulink.net/tokyo/city_131211/396373,
2163,（有）エス・エフ・ケー,121-0831,東京都足立区舎人６−２−８,酒井 智弘,40,https://tsukulink.net/tokyo/city_131211/396371,
2164,（株）坂谷工業所,120-0044,東京都足立区千住緑町２−１７−２３,坂谷 武志,40,https://tsukulink.net/tokyo/city_131211/396354,
2165,小林電設（株）,123-0844,東京都足立区興野１−１−１２,小林 清見,40,https://tsukulink.net/tokyo/city_131211/396351,
2166,洸新電気工事（株）,120-0014,東京都足立区西綾瀬３−１２−１７,橘 功三,40,https://tsukulink.net/tokyo/city_131211/396345,
2167,（株）光陽,123-0864,東京都足立区鹿浜７−８−３,佐藤 進,40,https://tsukulink.net/tokyo/city_131211/396337,
2168,（有）イイダホーム設備,121-0076,東京都足立区平野１−２６−２０,飯田 秀子,40,https://tsukulink.net/tokyo/city_131211/396331,
2169,（有）上田シール,120-0041,東京都足立区千住元町１５−１２,上田 武義,40,https://tsukulink.net/tokyo/city_131211/396329,
2170,テクノ綜設（株）,120-0001,東京都足立区大谷田５−５−１０,門脇 正人,40,https://tsukulink.net/tokyo/city_131211/396326,
2171,（有）河原電設,120-0003,東京都足立区東和４−１１−１１,河原 清晴,40,https://tsukulink.net/tokyo/city_131211/396325,
2172,（有）盛澤工務店,120-0006,東京都足立区谷中３−１１−６,上野 章吾,40,https://tsukulink.net/tokyo/city_131211/396317,
2173,（有）エクステリアムロイ,123-0862,東京都足立区皿沼１−４−１１,室井 公恵,40,https://tsukulink.net/tokyo/city_131211/396306,
2174,（株）錦,123-0872,東京都足立区江北１−２８−９,藤井 幸博,40,https://tsukulink.net/tokyo/city_131211/396298,
2175,（有）河内陶業,120-0003,東京都足立区東和５−１０−１５−１０１号,河内 一馬,40,https://tsukulink.net/tokyo/city_131211/396294,
2176,ディスプレイジャパン（株）,123-0873,東京都足立区扇３−１９−３,渡辺 春安,40,https://tsukulink.net/tokyo/city_131211/396283,
2177,日宝シティー（株）,120-0005,東京都足立区綾瀬３ー１３ー１２,六馬 稔,40,https://tsukulink.net/tokyo/city_131211/396266,
2178,（株）加賀電設,121-0815,東京都足立区島根４−１４−４,竹内 修,40,https://tsukulink.net/tokyo/city_131211/396260,
2179,（株）東京ベイサービス,121-0056,東京都足立区北加平町１５−６,田中 豊明,40,https://tsukulink.net/tokyo/city_131211/396259,
2180,（有）松忠工務店,121-0824,東京都足立区西伊興１−１６−７,松本 忠夫,40,https://tsukulink.net/tokyo/city_131211/396240,
2181,（有）南原工業,121-0836,東京都足立区入谷９−４−１０,南原 三男,40,https://tsukulink.net/tokyo/city_131211/396158,
2182,（有）井口組,120-0022,東京都足立区柳原１−２０−２,井口 信一,40,https://tsukulink.net/tokyo/city_131211/396154,
2183,（株）桐原組,123-0841,東京都足立区西新井２−１８−３,桐原 美奈子,40,https://tsukulink.net/tokyo/city_131211/396145,
2184,（株）まるい,121-0813,東京都足立区竹の塚７−２１−１６,合田 大次郎,40,https://tsukulink.net/tokyo/city_131211/396138,
2185,（有）丸美家具,123-0864,東京都足立区鹿浜２−４３−１８,相田 創,40,https://tsukulink.net/tokyo/city_131211/396137,
2186,（株）エス・ピー・エー・小野建,121-0051,東京都足立区神明３−３０−２３,小野 実,40,https://tsukulink.net/tokyo/city_131211/396135,
2187,（株）ハウスクリエイト二十一,121-0816,東京都足立区梅島２−３−１５岩立ビル,小森谷 則雄,40,https://tsukulink.net/tokyo/city_131211/396130,
2188,（有）寺原設備工事,123-0844,東京都足立区興野２−３０−１４,寺原 節郎,40,https://tsukulink.net/tokyo/city_131211/396129,
2189,（株）ナウ・クリエィション,120-0005,東京都足立区綾瀬１−３３−１４,山田 佳和,40,https://tsukulink.net/tokyo/city_131211/396125,
2190,富士設備工業（株）,120-0037,東京都足立区千住河原町１６−５,佐々木 孝文,40,https://tsukulink.net/tokyo/city_131211/396113,
2191,（株）荒井製作所,123-0851,東京都足立区梅田４−２１−２,荒井 城志,40,https://tsukulink.net/tokyo/city_131211/396104,
2192,（有）杏英産業,123-0841,東京都足立区西新井４−１７−５,新井 寛樹,40,https://tsukulink.net/tokyo/city_131211/396027,
2193,（有）相和,123-0862,東京都足立区皿沼２−２０−１３,中村 修,40,https://tsukulink.net/tokyo/city_131211/396013,
2194,（有）平塚電設,121-0815,東京都足立区島根４−１４−１,平塚 富男,40,https://tsukulink.net/tokyo/city_131211/396000,
2195,（有）イコー塗装,121-0822,東京都足立区西竹の塚１−１４−１６,加藤 清典,40,https://tsukulink.net/tokyo/city_131211/395997,
2196,（有）笹尾電気工事,123-0864,東京都足立区鹿浜４−１４−１２,笹尾 薫,40,https://tsukulink.net/tokyo/city_131211/395993,
2197,（株）中庄工場,123-0845,東京都足立区西新井本町５−９−２０,中村 満希子,40,https://tsukulink.net/tokyo/city_131211/395992,
